order,id,count,hate_speech,offensive_language,neither,class,labels,tweet_hashed
2843,16681,3,1,0,2,2,1-0-2,RT @###### 5sos are trash !
2844,4868,3,2,1,0,0,2/1/2000,@###### you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.
2845,14818,3,1,0,2,2,1-0-2,"RT @###### Charlie: ""My last two songs will be quasi-religious songs for the sake of @###### who's coming up next."""
2846,11504,3,0,3,0,1,0-3-0,I'm a stretch that pussy out
2847,10881,3,2,1,0,0,2/1/2000,I just wanna slit this mf throat
2848,19579,3,0,1,2,2,0-1-2,RT @###### If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along
2849,6972,3,0,0,3,2,0-0-3,@###### Explains why they're waving trash bags around over their heads.
2850,24368,3,1,2,0,1,1/2/2000,got to the club early just to get in free and wait for hoes to show up
2851,2999,3,1,2,0,1,1/2/2000,"@###### some people do shit to get shot at and then be like ""people hate me, I dodge bullets"". Karma is bitch."
2852,20291,3,0,3,0,1,0-3-0,RT @###### Bitch said I lie too much bitch you ain't worth telling the truth too
2853,3887,3,0,2,1,1,0-2-1,@###### im on that hoe now
2854,9762,3,0,3,0,1,0-3-0,"Good morning, you hoe ass niggas. *Pimp C voice*"
2855,16692,3,0,0,3,2,0-0-3,"RT @###### Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;"
2856,13798,3,0,1,2,2,0-1-2,"Nothing says teabagger like a millionaire complaining that they are broke, huh #HillaryClinton? #Hillary2016, give me a break, lol. #p2"
2857,11669,3,0,3,0,1,0-3-0,"I'm sick and tired of the 'above the fray' crowd, 'they're all the same' crowd, the mushy moderate, the contrarian etc.Wake up pussies. #War"
2858,20880,3,1,2,0,1,1/2/2000,RT @###### @###### just a bunch of rednecks hammered for three straight days
2859,6655,3,0,3,0,1,0-3-0,@###### restricton g means your license been revoked stop making excuses you a straight up bitch
2860,21560,3,1,0,2,2,1-0-2,"Sorry Sam, I went to @###### RT @###### Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game."
2861,5474,3,0,3,0,1,0-3-0,@###### the bird gone run from your ass
2862,16704,3,0,0,3,2,0-0-3,"RT @###### Nah, 2013 was trash RT @###### 2014 was so trash dawg"
2863,9484,3,2,1,0,0,2/1/2000,Fuck a lame nigga than you a lame bitch
2864,16345,3,0,2,1,1,0-2-1,"RT @###### Being loud, ghetto &amp; energetic aren&#8217;t offensive things to me. I own who I am &amp; where I come from, nothing to be ashamed of &#8230;"
2865,24617,3,0,1,2,2,0-1-2,janet Jackson's nip slip #iconic
2866,11324,3,0,3,0,1,0-3-0,"I was a huge tomboy. Like, I had barbies, but only because my ninja turtles needed bitches. #truth"
2867,16079,3,2,1,0,0,2/1/2000,RT @###### &#8220;@###### @###### You're a faggot&#8221;you're a Texas fan...
2868,13022,3,0,1,2,2,0-1-2,"Majority of the time, a woman's story is trash anyway..."
2869,7007,3,2,1,0,0,2/1/2000,@###### Hit a bitch it's not like you can see the bruises
2870,22704,3,0,1,2,2,0-1-2,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey
2871,4000,3,0,3,0,1,0-3-0,@###### @###### you Sick bitch didnt even invite me
2872,5998,3,2,1,0,0,2/1/2000,@###### you did a good job doing that to me and not texting back faggot
2873,1313,3,0,1,2,2,0-1-2,&#8220;@###### Name something trash&#8221; Cavs
2874,6991,3,3,0,0,0,3-0-0,@###### I knew you were a faggot though
2875,1281,3,2,1,0,0,2/1/2000,&#8220;@###### Tea bag a bitch.&#8221; Pahahaha
2876,21190,3,1,2,0,1,1/2/2000,She know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec !
2877,678,3,0,0,3,2,0-0-3,#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?
2878,21561,3,1,2,0,1,1/2/2000,Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.
2879,3932,3,0,2,1,1,0-2-1,@###### and the plastic surgery of a tranny.
2880,7161,3,0,0,3,2,0-0-3,@###### hey it's hillbilly jim and Greg the hammer valentine #pffttt
2881,5699,3,2,1,0,0,2/1/2000,@###### happy birthday queer
2882,3682,3,0,0,3,2,0-0-3,@###### And you know best about the bird moves...!!!
2883,16787,3,0,3,0,1,0-3-0,RT @###### this dumb bitch said....RT @###### No matter what a man says the only way he'll truly respect you is if u hold out sex
2884,6600,3,0,3,0,1,0-3-0,@###### How u going to talk shit from another state that's dat pussy shit
2885,1082,3,0,2,1,1,0-2-1,&#128588; RT @###### this vodka be having all the hoes bent over&#128553;&#128131;
2886,20552,3,0,2,1,1,0-2-1,RT @###### Some of you hoes got so much to say with so little&#128134;
2887,11389,3,1,2,0,1,1/2/2000,I wish ppl would learn how tf to stay out my business I'm a grown ass man . I go where I please . Mind your damn business bitch
2888,25036,3,1,2,0,1,1/2/2000,the type of pipe to put rhianna to sleepexcuse me that bitch been on my mind all week
2889,17031,3,0,0,3,2,0-0-3,"RT @###### A quick lesson on the birds and the bees: The birds are looming, oily, sudden. The bees are bulbous, shrieking, hungry.&#8230;"
2890,20388,3,0,0,3,2,0-0-3,RT @###### I think it's time to bring out the drunken monkey
2891,3438,3,1,0,2,2,1-0-2,@###### I'll ask you same question Do you support border jumpers Do you support illegals
2892,16503,3,0,3,0,1,0-3-0,RT @###### Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg
2893,9158,3,0,0,3,2,0-0-3,Early bird catches the worm &#128074;
2894,15313,3,0,3,0,1,0-3-0,RT @###### Get real & fucking fight or don't play me. I don't play with pussy ass niggas.
2895,3898,3,0,2,1,1,0-2-1,"@###### @###### Him as well, They like their fried chicken,esp the spear chuckers."
2896,2884,3,0,1,2,2,0-1-2,@###### really? @###### @###### @###### are my nudes trash?
2897,6016,3,0,0,3,2,0-0-3,@###### @###### Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.
2898,8199,3,0,3,0,1,0-3-0,Beefin ova bitches trade ya clip for Pom Poms
2899,9180,3,0,3,0,1,0-3-0,Eating pussy is fun
2900,13189,3,0,0,3,2,0-0-3,"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)"
2901,962,3,1,2,0,1,1/2/2000,&#128064; RT @###### These bitches started shooting at my party. Fuck New Orleans
2902,12027,3,0,0,3,2,0-0-3,Im glad I met this chick. Reminds me the trash I left behind
2903,21969,3,0,1,2,2,0-1-2,The Saints are pure trash lol smh
2904,20942,3,0,2,1,1,0-2-1,Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe
2905,615,3,1,2,0,1,1/2/2000,"""You and yo boys some pussy cats."""
2906,2239,3,1,2,0,1,1/2/2000,.@###### with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.
2907,22789,3,1,0,2,2,1-0-2,Two red bones kissin n da back seat
2908,16002,3,1,2,0,1,1/2/2000,"RT @###### Looking thru my yearbook, I don't think I've done that since my graduation.This book got some hoe ass niggas in it I forgot&#8230;"
2909,8846,3,2,1,0,0,2/1/2000,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
2910,15597,3,0,3,0,1,0-3-0,RT @###### That black pussy have nigga sayin anything #AHSFREAKSHOW
2911,2606,3,0,0,3,2,0-0-3,@###### Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol
2912,14595,3,0,2,1,1,0-2-1,RT @###### Mama said no pussy cats inside my dog house
2913,19998,3,0,2,1,1,0-2-1,RT @###### Twitter should dump the little blue bird mascot and just officially change it to a set of boobs.
2914,7453,3,2,1,0,0,2/1/2000,"@###### not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
2915,10090,3,0,0,3,2,0-0-3,Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete
2916,3783,3,3,0,0,0,3-0-0,@###### sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
2917,14394,3,2,1,0,0,2/1/2000,RT @###### At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;
2918,6022,3,0,2,1,1,0-2-1,@###### If you say one disparaging word about the Charlie Brown xmas special I will slash the tires on your car.
2919,24652,3,0,0,3,2,0-0-3,like. animal crackers are legit the best snack
2920,10787,3,0,3,0,1,0-3-0,I hate when my best friend gets a new bitch and barely chills with me
2921,9604,3,1,2,0,1,1/2/2000,Fukn wit my nicca Luey boi .. Smoking gas .. Jus kickn shit .. #WhereYallAtWitIt
2922,23683,3,0,3,0,1,0-3-0,Yo pussy ain't shit unless you had some jake from state farm in it
2923,5004,3,0,1,2,2,0-1-2,"@###### why did they add your name all ghetto like that? Looks like they used label maker, lol!"
2924,17248,3,0,3,0,1,0-3-0,"RT @###### I don't even delete my typos, it is what it is bitch"
2925,24491,3,0,0,3,2,0-0-3,i made sweet &amp; SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken/shrimp. my back is hurting.
2926,20233,3,0,1,2,2,0-1-2,"RT @###### it's crazy. if a female cheats, it's so wrong. she's every type of hoe there is but if a guy cheats, there's all these justific&#8230;"
2927,8706,3,0,2,1,1,0-2-1,Chocolate cake is so trash.
2928,9664,3,1,2,0,1,1/2/2000,Get these hoe ass fuckboys off the stage. #VMAs
2929,23279,3,1,2,0,1,1/2/2000,White people always gave yellow ass teeth
2930,18119,3,0,0,3,2,0-0-3,RT @###### @###### @###### @###### do I remember a game winning jack to right last summer at Yankee stadium that started a p&#8230;
2931,4611,3,2,1,0,0,2/1/2000,@###### lmaoo what a fag
2932,22071,3,0,0,3,2,0-0-3,The redskins just begging to lose this game smh
2933,12290,3,1,2,0,1,1/2/2000,It's throw it in her throat thursdays so make a ghetto gaggler out of her
2934,8323,3,0,3,0,1,0-3-0,"Bitches, bitches, bitches."
2935,24218,3,3,0,0,0,3-0-0,coons
2936,3700,3,1,0,2,2,1-0-2,@###### &lt;&lt;BESTME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BESTME ON TWITTER!!
2937,7898,3,2,0,1,0,2-0-1,Already more yellows than the last 2 years combined #IndyCar #Honda200
2938,17412,3,2,1,0,0,2/1/2000,RT @###### U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago
2939,19805,3,0,0,3,2,0-0-3,RT @###### Aurora is more ghetto then the bellos &#128514;&#128557;
2940,13975,3,0,3,0,1,0-3-0,"One night stand y'all hoes, y'all ain't nothing more!"
2941,4861,3,0,0,3,2,0-0-3,@###### hey Hun!
2942,443,3,2,1,0,0,2/1/2000,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
2943,19732,3,3,0,0,0,3-0-0,RT @###### @###### @###### Joshua is a faggot. Just suspend him on those grounds
2944,9731,3,0,0,3,2,0-0-3,"Going through my computer and found the ""Shake that monkey"" video we made freshman year in Dillard! &#128514;&#128514; @###### was Too Short"
2945,4426,3,0,0,3,2,0-0-3,@###### I like brownies &#128546;
2946,16638,3,0,1,2,2,0-1-2,"RT @###### I am a California State Assemblywoman, but remain a proud @###### #unionmember -- celebrating #LaborDay weekend ho&#8230;"
2947,4177,3,1,2,0,1,1/2/2000,"@###### yea, it looks fag-like"
2948,3378,3,3,0,0,0,3-0-0,@###### Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
2949,15498,3,2,1,0,0,2/1/2000,RT @###### This nigguh Chris Paul
2950,10240,3,0,1,2,2,0-1-2,"I LOVE my 10 &amp; 5 but most days they remind me why birth control is important later in life.
I miss my ""baby bird""! Come home, 18!
@######"
2951,18293,3,0,1,2,2,0-1-2,"RT @###### @###### One day more until turkey, it will nip me in the belly, we'll be ready for the stuffing, we will wet ours&#8230;"
2952,3464,3,0,2,1,1,0-2-1,@###### lemme find out you twitter beefin with hoes
2953,9892,3,0,2,1,1,0-2-1,"Hahahaaha my teacher just realed these thots. She said ""You need to stop acting ghetto cause its not cute"""
2954,12215,3,1,0,2,2,1-0-2,It would be pretty cool if I got to see @###### 1 more time before I go back to hillbilly town! @###### @######
2955,16116,3,0,2,1,1,0-2-1,"RT @###### These hoes be twerkin for Birkin, poppin coochie for Gucci, bustin wide for that Prada, Bendin over for Louis"
2956,11998,3,0,1,2,2,0-1-2,Iggy is trending. Twitter's trash today.
2957,3366,3,2,0,1,0,2-0-1,"@###### @###### @###### That band is white trash, and only white trash would buy that album."
2958,18279,3,0,0,3,2,0-0-3,RT @###### This is so great. Regular season ball is for the birds
2959,14145,3,0,1,2,2,0-1-2,People with trash cars LOVE to drive fast and reckless
2960,13772,3,1,2,0,1,1/2/2000,Not eating pussy is un-American.
2961,5027,3,0,2,1,1,0-2-1,"@###### he probably took off a point because Gibbs isn't from the East Coast and says ""hoes."""
2962,9001,3,0,1,2,2,0-1-2,"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!"
2963,23710,3,2,1,0,0,2/1/2000,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
2964,2891,3,2,1,0,0,2/1/2000,"@###### your gay stfu, dumb monkey"
2965,16420,3,0,0,3,2,0-0-3,RT @###### Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;
2966,4782,3,2,0,1,0,2-0-1,@###### @###### I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay
2967,3754,3,0,3,0,1,0-3-0,@###### I can't be homeless in 2014.... but them bitches better not slip in 2015
2968,14794,3,0,2,1,1,0-2-1,RT @###### Come get yo hoe
2969,13964,3,0,0,3,2,0-0-3,"Once the brainwork is done on pacemakers at medical device companies, they call in the contract tinker toy engineers like SC_Troll#stribpol"
2970,16397,3,0,3,0,1,0-3-0,RT @###### @###### @###### damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;
2971,13467,3,0,2,1,1,0-2-1,My sister called the chinks an asked was they open ctfu she fried!!
2972,11121,3,3,0,0,0,3-0-0,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?
2973,8925,3,2,1,0,0,2/1/2000,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters."
2974,1026,3,1,2,0,1,1/2/2000,&#128514;&#128514;&#128514;&#128514;RT @###### You a hoe if ya grandma got a tattoo.
2975,22357,3,0,1,2,2,0-1-2,"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season"
2976,2212,3,1,0,2,2,1-0-2,-Can I help you?-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?
2977,7682,3,0,3,0,1,0-3-0,A tall tee n sum slouch shoes on I could've fucc yo bitch
2978,466,3,3,0,0,0,3-0-0,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"
2979,7669,3,0,2,1,1,0-2-1,A nicca is hungry as hell
2980,23756,3,0,3,0,1,0-3-0,"You can call me a bitch, OK! But a the thief get out of here. Smdh"
2981,12323,3,0,2,1,1,0-2-1,Its what we call #Bitchassness RT @###### If a nicca tell a female another man got mad girls throwin salt that man gay straight up
2982,24473,3,1,0,2,2,1-0-2,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
2983,1891,3,2,1,0,0,2/1/2000,&#8220;@###### That one friend who you greet with an insult.&#8221; @###### @###### niggers
2984,22086,3,1,0,2,2,1-0-2,The two ringless fags RT @###### Barkley &amp; Reggie were talking nonsense the entire game
2985,20976,3,0,2,1,1,0-2-1,Riding wit my old dude .. Dis nicca bangin #FreshPrince #Summertime &#128514;&#128514;&#128563;&#128533;&#128559;&#9995;
2986,2442,3,0,3,0,1,0-3-0,@###### @###### I was texting a bitch
2987,4803,3,0,2,1,1,0-2-1,@###### yeah hoe!
2988,7125,3,0,3,0,1,0-3-0,@###### @###### @###### @###### Lets hangout Monday nigs?
2989,9562,3,1,2,0,1,1/2/2000,Fuck you bruh Ima look at your young bitch..
2990,2767,3,3,0,0,0,3-0-0,@###### I don't like the sand nigger but it's entertaining like 6 knockdowns
2991,9096,3,0,1,2,2,0-1-2,Dreamed I was eating a brownie and started salivating and woke up almost coughing myself to death. Today is a struggle.
2992,4331,3,0,3,0,1,0-3-0,"@###### some blockhead hoe, she ain't nothing,boo"
2993,12932,3,0,3,0,1,0-3-0,Lol that's some hoe shit
2994,12706,3,0,2,1,1,0-2-1,Life comes at you fast RT @###### Guys today I found out that I'm a side hoe &#128533;&#128529;&#128530;
2995,25009,3,0,1,2,2,0-1-2,that would be the stunt in which @###### crossed some water dressed as a dead man while his teabagger sheriff friend watched him.
2996,23422,3,0,2,1,1,0-2-1,Wish they'd teach Tracee. RT @###### all chihuahuas do that squinty eye shit. I think it's hilarious.
2997,3299,3,1,0,2,2,1-0-2,@###### he's a greaser
2998,7658,3,1,2,0,1,1/2/2000,A lot of you niggas turned these bitches into sketch ass bitches
2999,14757,3,1,0,2,2,1-0-2,RT @###### My favorite episode of Friends is the one where blacks mysteriously vanish and unemployed white people find affordable ho&#8230;
3000,1816,3,0,3,0,1,0-3-0,&#8220;@###### RT @###### Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;
